Respondent ID,,,,,Select the Advisory Neighborhood Commission in which you are running:,Select the SMD in which you are running:,"Where in your Advisory Neighborhood Commission, not just your SMD, do you think density should be increased to accommodate the construction of new housing?If you do not think density should be increased in your ANC, please write, ""I do not think density should be increased in my ANC.”","I consider affordable housing to be (check all that, in your opinion, apply):","I consider market-rate housing to be (check all that, in your opinion, apply):","The District’s inclusionary zoning law “requires that eight to 10 percent of the residential floor area be set-aside for affordable units in most new residential development projects of 10 or more units.” The cost of doing so is paid by a project’s developer, and IZ units are income-restricted. Because the number of IZ units is tied to floor-area ratio, the larger a building is, the more IZ units will be built. Conversely, if the initial density proposed by a developer is reduced during the approvals process, rather than maintained or increased, fewer IZ units will be built. ANC commissioners are likely to hear from some constituents concerned by a project’s potential impact—real or assumed—on traffic, parking, views, and property values and rents, and whether it fits the character of the neighborhood. While it is not a guarantee that a development proposal including IZ units will come before your ANC, if one does, what would you do, given the likelihood of at least some pushback?","Planned unit developments are projects in which developers are able to exceed the height and density allowed by the District’s zoning code up to the density allowed by its Future Land Use Map (typically a modest increase in scale) in exchange for a community benefits agreement. While it is not a guarantee that a PUD will be proposed in your ANC, if one is, the commission is likely to be the party negotiating that community benefits agreement with a developer.The following are examples of benefits that an ANC might push for in such an agreement. Please rank them in the order in which you would prioritize them.",,,,,,,,Check any of the below combinations of features that you would consider social housing.,Should apartments be legal to build District-wide?,Which statement do you agree with most?,Which of these statements best describes your feelings about historic districts in the District?,"The District is likely to begin a rewrite of its Comprehensive Plan, its foundational land-use document, in 2025. In a rewrite of the Comprehensive Plan, which of these three options would be your top priority?","My ANC, not just my SMD, has:","Do you think there are not enough cars, enough cars, or too many cars in the District?",The Sustainable D.C. 2.0 plan includes a target of reducing commuter trips made by car to 25 percent. Do you agree that incentivizing residents and visitors to drive less should be an explicit policy goal of the District?,"Incentives for people to drive less and nudges to make them drive safely can prevent drivers from killing other people, but research shows such “carrots” won’t be enough to curb the public health crisis of increasing traffic fatalities. Keeping people alive and safe on District roads requires policies that actively reshape our transportation systems and built environment to decrease single-occupancy vehicle trips, and to slow down drivers when they do make those trips. Please rank the following policies in the order that you would like to see the District government pursue them.",,,,,,,,,,,"The above question asks about systemic policies to reduce trips by car that the District’s executive and legislative branches would need to initiate. As a commissioner, your powers are only advisory, but the intensely local nature of the role means that you can direct your attention to shepherding improvements to the built environment in your neighborhood that, while smaller in scale than changing District law or instituting a new citywide program, are no less important to making all road users safer. Please rank the following initiatives in the order you would be most enthusiastic about your ANC considering a resolution concerning them.",,,,,,,,,"On-street parking occurs in public space. This means that an on-street parking spot does not belong to a specific individual, and people park in different places at different times. What do you consider a reasonable rule of thumb for deciding if a neighborhood has enough street parking?","The District's goal to be carbon-free by 2050 requires most of the reduction of its transportation emissions to come from residents turning existing single-occupancy vehicle trips into transit, walking, and biking trips. Please describe at least one trip you currently take by car (even if you, yourself, are not driving) that you can commit to taking on foot, by bus, by train, via a mobility device, or by bike instead.","What do you feel is the biggest issue in your neighborhood, and what is your position on it? And, given the limited scope of commissioners’ and commissions’ authority, what would you, most realistically, do about that issue if you are elected?","ANC commissioners represent about 2,000 constituents and, when sworn in, commit to upholding the District of Columbia's interests, not solely your commission's or single-member district's. With the understanding that you are not going hear from every single one of your constituents during your term, and that commissioners are sworn to act in the interest of the entire District, describe how you might make decisions as an elected representative.",Why do you think you are the right person to serve as an ANC commissioner for your SMD?
,Name,Email,Campaign-related social media accounts,"Fundraising link, if applicable",Response,Response,Open-Ended Response,Response,Response,Response,"More income-restricted, subsidized units than are required by District law","Income-restricted, subsidized units restricted to lower income levels than initially proposed by the developer","Income-restricted, subsidized units with more than one bedroom","Parks, landscaping, and/or public art",A Capital Bikeshare station,"Improvements or repairs to, or replacement of, streets and sidewalks","Direct cash payments to local organizations, such as civic associations and ANCs",Direct cash payments to local schools and youth programs,Response,Response,Response,Response,Response,Response,Response,Response,Implementing a road-pricing program,"Increasing the cost to own a car in the District, including RPP and parking registration",Removing minimum parking requirements in new developments near transit,Implementing road diets on arterial streets,"Making some streets, especially residential streets, car-free",Regional reciprocity for automated traffic enforcement,Building more housing and affordable housing in the District proximate to transit and job centers,Regularly removing travel lanes for bus lanes,Regularly removing parking lanes for bus lanes,Regularly removing travel lanes for bike lanes,Regularly removing parking lanes for bike lanes,The installation of more automated traffic enforcement cameras to ticket drivers for speeding or running red lights and stop signs,The removal of parking spaces as part of a project to widen sidewalks,The removal of parking spaces as part of a project to build a protected bike lane,The removal of parking spaces as part of a project to build a bus-priority lane,"The removal of parking spaces near crosswalks to increase the visibility of pedestrians to drivers, referred to as “daylighting”",The removal of residential parking spaces to enable short-term parking for delivery drivers,The installation of speed bumps to slow down drivers,The installation of raised crosswalks with high-visibility signage to alert drivers to pedestrians,The temporary or permanent closure of certain streets to single-occupancy vehicles to create zones for pedestrians,Response,Open-Ended Response,Open-Ended Response,Open-Ended Response,Open-Ended Response
119025914436,Scott Burger,,,,6A,6A01,Wherever people want to live. In particular along H street as it is a major transit corridor.,Means-tested or income-restricted; Built by the government; Cheap; Subsidized; Rent-controlled; Costing no more than 30 percent of one’s household income,Not means-tested or income-restricted; Built by private developers; Not rent-controlled,I would encourage developers to maximize the height and density of the project.,1,2,3,5,4,6,7,8,"District-owned housing on District-owned land, built by a District agency and managed by a District agency; District-owned housing on District-owned land, built by a District agency and managed by a private property-management company; District-owned housing on District-owned land, built by a private construction company and managed by a District agency; District-owned housing on District-owned land, built by a private construction company and managed by a private property-management company",Yes,"New housing should be built both along major corridors and throughout existing residential neighborhoods, in buildings of all sizes.","Historic districts are problematic, and we have too many of them.",Creating opportunities for new housing in my commission's area,Just the right amount,Too many cars,Yes,3,11,2,1,4,10,5,9,6,8,7,7,3,4,5,6,8,9,1,2,"A resident is able to find an available public street parking space within two to three blocks, in any direction of their residence (about a five- to seven-minute walk), most of the time",Will be able to bike to Eastern market for my daughter’s gym class once I can figure out a suitable cargo bike.,Street safety on H st NE  Press DDOT to implement H street promised bus priority measures or better under ‘next generation streetcar’,"Safety first, inclusiveness second, liability third.",Looking for ways to make my neighborhood even greater so that it’s a positive environment for my family
118729879308,Hal Gordon,,ashotdog (x),,4E,4E04,"We are hoepfully getting a new bus lane in on Georgia, so that's a great place for more density, but I also think allowing ADUs and abolishing single family zoning in my ANC should be pursued. We need more density everywhere. The commercial corridors on 14th would also benefit greatly from more housing.",Cheap,Not means-tested or income-restricted; Unsubsidized,I would encourage developers to maximize the height and density of the project.,5,4,1,6,2,3,8,7,"District-owned housing on District-owned land, built by a District agency and managed by a District agency; District-owned housing on District-owned land, built by a private construction company and managed by a District agency",Yes,"New housing should be built both along major corridors and throughout existing residential neighborhoods, in buildings of all sizes.","Historic districts are problematic, and we have too many of them.",Creating opportunities for new housing in my commission's area,Too few bars and restaurants,Too many cars,Yes,6,7,8,5,2,9,1,10,11,4,3,1,9,4,6,2,8,7,3,5,"A resident is able to find an available public street parking space within two to three blocks, in any direction of their residence (about a five- to seven-minute walk), most of the time","I don't own a car. I recently bought a big cargo bike, so when my newborn son is a few months old, i can put a car seat in it and avoid ubers all together.","Street Safety  encourage the bus lane and road diet on Georgia, add stop signs to Arkansas, and push for a bike lane on 13th","I want to improve affordability of housing not just for the people of my district, but for people who would like to move into my district.",The current rep forgot to put his  name on the ballot. I want to support housing affordability and improve street safety.
118721936789,ian walton,,n/a,,5C,5C02,"Areas like these seem like logical places for increased density in 5C: Montana Ave NE and Rhode Island Ave NE; Triangle area of Montana Ave NE, New York Ave NE and Bladensburg Rd NE",Subsidized,Unsubsidized,I would encourage developers to maximize the height and density of the project.,1,2,3,6,4,5,8,7,"District-owned housing on District-owned land, built by a District agency and managed by a District agency; District-owned housing on District-owned land, built by a District agency and managed by a private property-management company; District-owned housing on District-owned land, built by a private construction company and managed by a District agency; District-owned housing on District-owned land, built by a private construction company and managed by a private property-management company",Yes,"New housing should be built both along major corridors and throughout existing residential neighborhoods, in buildings of all sizes.","Historic districts are problematic, and we have too many of them.",Preserving or creating green space in my commission's area,Too few bars and restaurants,Enough cars,Yes,10,11,2,4,9,3,1,8,6,7,5,9,5,4,6,1,7,3,2,8,"A resident is able to find an available public street parking space within their neighborhood, in any direction of their residence (about a ten-minute walk), most of the time","I mostly work from home, but could bike to the office when I go; other errands could be done on bike. We frequently ride bikes in our household.","Safety of pedestrians, cyclists, and school children as they walk/ride through the neighborhood  Seek ways to make the roads safer for pedestrians, and increase safer alternative modes of transportation","I will bring my years of experience in policy and governance to bear, and balance decisions with consideration to the feelings of neighbors and their views.","Living in the District for more than twenty years, I possess  a deep love for our city, and the wonderful people who make it uniquely special on a global scale. As a father, I want our children to flourish in safe, sustainable communities here and learn about the world from the history surrounding us. I am the right person to serve as Commissioner because I will do my best for my neighbors and our community."
118718281651,Eliza Cava,,"Twitter @elizacava, https://elizacava.com/anc/",,4D,4D04,"Along Georgia, Kennedy, Kansas, and New Hampshire where we are already seeing bigger developments. I also support ADUs, basement units, and pop ups/backs of reasonable size in residential blocks (ie to make duplexes, triplexes, and small apartment buildings up to 4-8 units depending on lot size) to accommodate more neighbors.",Subsidized; Rent-controlled; Costing no more than 30 percent of one’s household income,Unsubsidized; Not rent-controlled,I would encourage developers to maximize the height and density of the project.,1,3,2,4,5,6,8,7,"District-owned housing on District-owned land, built by a District agency and managed by a District agency; District-owned housing on District-owned land, built by a District agency and managed by a private property-management company; District-owned housing on District-owned land, built by a private construction company and managed by a District agency",Yes,"New housing should be built throughout existing residential neighborhoods in duplexes, triplexes, townhomes, and small apartment buildings.","Historic districts are important, but they are also problematic. We have the right number of historic districts and landmarks and shouldn’t be adding more.",Creating opportunities for new housing in my commission's area,Just the right amount,Enough cars,Yes,7,8,5,2,11,1,6,3,9,4,10,1,7,5,6,4,8,2,3,9,"A resident is able to find an available public street parking space within one to two blocks in any direction of their residence (about a two- to four-minute walk), most of the time","My household of four owns one car and we already take the vast majority of our in-city trips, including with our children, by e-cargo bike. We love the experience. I used to commute downtown by regular bike and I have used bike share many times, including for out of town guests to join me on a “spare” bike for rides around town. I walk my children to and from school each day. I use my e-bike for groceries, appointments, and more, even across town and downtown. I’m sure there are more opportunities for me not to use my car, I’m always excited to leave it at home, but I’ve worked really hard (and joyfully) on this already!","I’m interested in many issues. Pedestrian and bike safety and affordable housing, yes. But also Spanish language access, mosquito and rat control without toxins, supporting our public schools, and getting more shade trees and green Stormwater infrastructure as well as removing lead pipes.","I strongly believe in bringing all voices to the table. Whether that means language access, technology access, regular newsletters, surveys, and other ways to get neighbors’ voices- I will prioritize hearing from as many people as possible, first my constituents. I will read newsletters, government emails, and other ways to stay informed on the progress of city issues and services. After gathering input, I will consult experts, including long-time neighborhood residents and leaders, and then use my own judgment to make a final decision or vote on what is in my power to decide or advise.","I have lived on the 800 block of Delafield Pl NW since 2012, and in DC since 2011. In that time, I have gotten to know my neighbors of all walks of life and I am excited that I now have the time and opportunity to serve. I have two kids, ages 5 & 7, who attend Barnard Elementary School, where I am the current vice president of the PTA. I also serve on the Executive Committee (Board) of the DC Chapter of the Sierra Club. I have worked for the past 13 years in environmental organizations, including learning about and advocating for local issues such as keeping Beach Drive safe for cyclists and bikers and pushing the city to develop more green Stormwater infrastructure. I have extensive experience advocating before local government and partnering with officials and decision-makers in the Legislative and Executive branches to get things done.    Learn more about me on my website at www.elizacava.com/anc."
118709356436,Jeremiah Foxwell,,,,6C,6C01,I support infill housing on vacant properties.,Means-tested or income-restricted; Built by the government; Subsidized; Rent-controlled; Costing no more than 30 percent of one’s household income,Built by private developers,I would encourage developers to maximize the height and density of the project.,1,3,4,2,5,6,8,7,"District-owned housing on District-owned land, built by a District agency and managed by a District agency; District-owned housing on District-owned land, built by a private construction company and managed by a District agency",Yes,"New housing should be built both along major corridors and throughout existing residential neighborhoods, in buildings of all sizes.","Historic districts are problematic, and we have too many of them.",Preserving or creating green space in my commission's area,Too few bars and restaurants,Too many cars,Yes,3,11,10,2,9,1,8,4,7,5,6,1,6,4,3,8,9,5,7,2,"A resident is able to find an available public street parking space within two to three blocks, in any direction of their residence (about a five- to seven-minute walk), most of the time","I primarily use biking, walking, and public transit for transportation in the DMV, except for grocery shopping. I aim to minimize vehicle use by shopping locally and frequently visiting farmers markets.","ANC 6C01 needs business support and growth on the H Street corridor, ensure safe streets for pedestrians, and advocate for the J.O. Wilson Elementary School modernization.  Focus on these needs by listening to the constituents and advocating.","I prioritize decisions that promote public and pedestrian safety, foster economic growth, enhance resident well-being, and increase housing opportunities within my SMD and the District.","As a J.O. Wilson parent, I’m positioned to advocate for our community during the school’s modernization. I’ll prioritize safe streets and support our neighborhood as we navigate these changes. My goal is to ensure that DCPS and the D.C. government support the school and the SMD."
118676648646,Doug Payton,,N/A,,4B,4B01,I do not think density should be increased in my ANC.,Subsidized; Costing no more than 30 percent of one’s household income,Costing more than 30 percent of one’s household income,I would encourage developers to limit the height and density of the project.,2,4,3,6,8,1,7,5,"District-owned housing on District-owned land, built by a private construction company and managed by a District agency",No,"New housing should be built throughout existing residential neighborhoods in duplexes, triplexes, townhomes, and small apartment buildings.","Historic districts are important, and I would like to see more of them.",Preserving the character of existing neighborhoods in my commission's area,Too few bars and restaurants,Too many cars,Yes,7,1,3,5,4,8,2,6,9,10,11,1,7,6,8,3,9,4,2,5,"A resident is able to find an available public street parking space on their residence’s block (about a one-minute walk), most of the time","I do not have a car.   I only rarely take an Uber or taxi to Washington Hospital Center, and usually that is via Metro and the shuttle, except on weekends.",Traffic.    Out-of-control traffic.  I fully intend to use my position as an ANC to seek traffic calming measures in the ANC.,"As I did before when I was an ANC...   I follow the neighborhood Lists.  I go door-to-door asking my neighbors about their concerns.   I attend neighborhood meetings.   I talk to our Councilmembers.   From these interactions, I decide what to course I should follow for the betterment of my community.    Common sense helps too.","Because I did it before and I was good at it.   And I enjoyed my work on behalf of my constituents, my neighbors."
118705089790,Colton Flower,,NA,,2B,2B01,Along public transit lines. The whole area could be zoned more densely with the walkability and accessibility.,Means-tested or income-restricted; Cheap; Rent-controlled; Costing no more than 30 percent of one’s household income,Built by private developers; Unsubsidized; Not rent-controlled,I would encourage developers to maximize the height and density of the project.,3,5,1,2,6,4,8,7,"District-owned housing on District-owned land, built by a District agency and managed by a District agency; District-owned housing on District-owned land, built by a private construction company and managed by a District agency",Yes,"New housing should be built both along major corridors and throughout existing residential neighborhoods, in buildings of all sizes.","Historic districts are important, but they are also problematic. We have the right number of historic districts and landmarks and shouldn’t be adding more.",Creating opportunities for new housing in my commission's area,Too few bars and restaurants,Too many cars,Yes,10,11,2,8,6,3,1,9,5,7,4,1,8,3,4,2,9,7,6,5,"A resident is able to find an available public street parking space within one to two blocks in any direction of their residence (about a two- to four-minute walk), most of the time",I am currently going through the process of selling my electric car so I will be converting them all to carbon-free shortly. To do this I had to change jobs to one accessible by metro. I think public electric car charging is something the city needs to develop more of.,"In my SMD there are a lot of sidewalk accessibility issues.  Work with various agencies and departments to remody the issues, whether they are city or private owners responsibility.",I will seek out opinions when possible but ultimately rely on my values of equity and accessibility to all to drive decisions.,I am persistent and will follow up on issues and inquiries.
118697302290,James Benson,,,,1D,1D01,"I see a lot of opportunity up and down Mt. Pleasant Street to build high density housing. Like, where the 7-Eleven once operated and across Kenyon there at the McCormick Paints lot.",Means-tested or income-restricted; Cheap; Subsidized; Rent-controlled; Costing no more than 30 percent of one’s household income,Not means-tested or income-restricted; Built by private developers; Expensive; Unsubsidized; Not rent-controlled; Costing more than 30 percent of one’s household income,I would encourage developers to maximize the height and density of the project.,2,1,3,5,6,4,8,7,"District-owned housing on District-owned land, built by a District agency and managed by a District agency; District-owned housing on District-owned land, built by a District agency and managed by a private property-management company; District-owned housing on District-owned land, built by a private construction company and managed by a District agency; District-owned housing on District-owned land, built by a private construction company and managed by a private property-management company",Yes,"New housing should be built both along major corridors and throughout existing residential neighborhoods, in buildings of all sizes.","Historic districts are important, but they are also problematic. We have the right number of historic districts and landmarks and shouldn’t be adding more.",Creating opportunities for new housing in my commission's area,Just the right amount,Too many cars,Yes,3,6,2,7,4,5,1,8,9,10,11,2,5,8,7,3,9,4,1,6,"A resident is able to find an available public street parking space within two to three blocks, in any direction of their residence (about a five- to seven-minute walk), most of the time","We (my fiance and I) own a vehicle. We use it maybe four times a month, on average (there are some months we don’t use it), either to go camping, visit her parents in Pittsburgh, or occasionally using it for a last-minute outing to a movie.    For inter-city trips I prefer not to drive and instead to bus or bike. Driving within the city is stressful to me and not worth it. I can usually get where I need to go faster on a bike or with about 5% of the stress it takes to drive.    One place I can commit to use car-less transportation any recreational activity that we do.","Houselessness. My position is that people are priced out of housing which can force people to live on the streets.  Advocate, advocate, advocate. Nobody should have to live on the streets. Housing should be a human right and I intend to carry that message with me and advocate for those who need it.","I’ve lived in the district for almost 10 years in different ANC SMDs. I have friends and colleagues that live throughout it too. I feel like I have a good pulse on district priorities and I don’t believe the district’s interests and the interests of my constituents are mutually exclusive. Sure, there will be times when they don’t align but in those moments I intend to carry out my duties as an ANC in a way that can further bridge the gap.",Right now there isn’t anyone on the ballot for my ANC. I feel my duty as a citizen and resident is to fill that gap. The constituents in my SMD deserve to have their voices heard and amplified by my position as an ANC and I intend to do it well.
118693881861,Renée Moore,,www.instagram.com/reneemoore4anc,,8A,8A01,"I don't think density should be increased in my ANC. We have a lot of new housing coming, and some are in alleyways. However, we do need more housing that the people who live here can actually afford.",Rent-controlled; Costing no more than 30 percent of one’s household income,Built by private developers; Expensive; Not rent-controlled; Costing more than 30 percent of one’s household income,I would encourage developers to maximize the height and density of the project.,1,3,4,8,7,2,5,6,"District-owned housing on District-owned land, built by a District agency and managed by a District agency; District-owned housing on District-owned land, built by a private construction company and managed by a District agency",Yes,"New housing should be built throughout existing residential neighborhoods in duplexes, triplexes, townhomes, and small apartment buildings.","Historic districts are important, but they are also problematic. We have the right number of historic districts and landmarks and shouldn’t be adding more.",Preserving the character of existing neighborhoods in my commission's area,Just the right amount,Too many cars,Yes,3,4,6,1,11,2,5,7,8,9,10,1,2,7,3,4,8,5,6,9,"A resident is able to find an available public street parking space within 100 feet (about a 30-second walk) of their residence’s entrance, most of the time",I bike to work four days a week and do most of my errands and grocery shopping by bike. I also take the Metro or bike there if I need to go to a meeting during the work day. I typically only use a car if I have a large load that won't fit on my bike or is too heavy to carry.,"Drug use, prostitution, and gun violence. I would like it to stop and MPD more involved in helping us stop this activity  Work with MPD to setup a neighborhood task force that can help clean the SMD of this activity","I will contact my neighbors to ensure they know about upcoming events, hearings, and meetings so their voices are heard and represented. I will also educate them about how to advocate for their needs. After hearing from my constituents, I will compromise and negotiate to make a decision that aligns with their needs and also DC's interests.","I am a DC native, I work for DC government, and I grew up in my SMD. I have lived in other places but returned to my SMD to be close to my mother, who has some health issues. I care about this area made up of mostly older African Americans who don't feel heard or seen. I want to make them visible again make their needs and wants heard, and help them age in place in a city they love."
